,year,name,artists,key
54308,2005,Everything Changes,['Staind'],4
96468,1959,Bye Bye Blues,['Cal Tjader'],0
7662,1960,Love Hurts - Remastered Version,['The Everly Brothers'],6
23996,1946,รัก,['University of North Texas Symphony Orchestra'],0
64369,1966,You Don't Know Like I Know - LP/Single Version,['Sam & Dave'],3
37327,2014,Jackie and Wilson,['Hozier'],6
76626,1939,Yo Nací para Querer - Remasterizado,"['Francisco Canaro', 'Ernesto Fama']",5
28954,1972,Watch Me,['Labi Siffre'],9
43535,1951,"Drink, Drink, Drink (From ""The Student Prince"")","['Sigmund Romberg', 'Mario Lanza', 'Constantine Callinicos']",10
149827,1991,Never Do a Tango with an Eskimo,['Alma Cogan'],8
146001,1971,Loving Her Was Easier,['Bobby Bare'],7
7033,1957,'Round Midnight,['Miles Davis'],10
15935,2001,Hedwig's Theme,['John Williams'],2
108036,2016,Pray You Catch Me,['Beyoncé'],8
35412,2004,Neighborhood #1 (Tunnels),['Arcade Fire'],0
1533,1929,Gosse De Paris,['Mistinguett'],4
156934,1951,"24 Préludes, Op. 28: Prélude No. 15 in D-Flat Major","['Frédéric Chopin', 'Claudio Arrau']",1
72579,2007,Holding On,['Scary Kids Scaring Kids'],8
24829,1951,It's Good As New (I Painted It Blue),"['Louis Prima', 'Keely Smith']",5
9116,1967,Call On Me,"['Big Brother & The Holding Company', 'Janis Joplin']",4
94178,1947,Πριγκιπιώτισσα,['Μαρίκα Φραντζεσκοπούλου'],11
28762,1971,Wanted Man,['Johnny Cash'],2
128813,1960,Brakeman's Blues,['Lefty Frizzell'],7
140793,2020,Young Man's Blues,['Parker McCollum'],8
15233,1998,"Boom, Boom, Boom, Boom!!",['Vengaboys'],11
45023,1959,I'll Be Satisfied,['Jackie Wilson'],0
48352,1975,Highway In The Sun,['Cecilio & Kapono'],5
161479,1974,Pick Up the Tempo,['Waylon Jennings'],9
40472,1936,Karte Rahna,['Master Krishnarao'],10
31851,1986,Cuatro Milpas,['Antonio Aguilar'],3
63070,1960,Rhythm Song - Live Version,['Ritchie Valens'],1
137927,2005,Worthy Is The Lamb - Live,['Hillsong Worship'],9
103283,1993,Fatalidad,['Julio Jaramillo'],9
100571,1979,Return The Gift,['Gang Of Four'],2
24750,1950,"Songs and Dances of Death: No. 2, Serenade","['Modest Mussorgsky', 'Leonard Bernstein']",3
146401,1973,Amazona,['Roxy Music'],7
22256,1937,Sixteen,['Mushy Peas'],2
167253,2004,Here Comes My Baby,['The Mavericks'],7
34445,1999,808,['Blaque'],1
160325,1968,Time for Livin',['The Association'],2
62901,1959,Cloudburst,"['Lambert, Hendricks & Ross']",5
140451,2018,Ghost Choir,['Louie Zong'],7
146662,1975,Além do Horizonte - Versão Remasterizada,['Roberto Carlos'],9
134518,1988,Sorry?!,['Suicidal Tendencies'],10
97580,1964,De Mi Esperanza,['Jorge Cafrune'],5
30746,1981,Feelin' Better,"['Hank Williams, Jr.']",7
58252,1931,Hari Bole Daak Rasana,['Gauhar Jaan'],1
20161,1927,"Das Christelflein, Op. 20: Overture - Excerpts","['Hans Pfitzner', 'Mitglieder der Kapelle der Staatsoper Berlin']",4
15524,1999,Unpretty,['TLC'],7
122948,2011,Hundred More Years,['Francesca Battistelli'],6
104608,1999,Bailando Quiero Verlas,['Tempo'],8
154059,2012,Black,['Siddhartha'],7
88979,2004,Si Tú Te Fueras De Mí,['K-Paz De La Sierra'],5
15058,1997,Tubthumping,['Chumbawamba'],2
30078,1977,Man In The Wilderness,['Styx'],4
137307,2002,Rape Me,['Nirvana'],8
129410,1963,Mashed Potatoes - Mono,['Rufus Thomas'],0
16460,2004,Something to Be Proud Of,['Montgomery Gentry'],0
148264,1983,Aye Zindagi Gale Lagaa Le,"['Ilaiyaraaja', 'Suresh Wadkar']",6
46420,1966,I Don't Care (If Tomorrow Never Comes),['Hank Williams'],4
22395,1938,Tristeza do Jeca,['Paraguassu'],1
144320,1963,The John B. Sails,['The Brothers Four'],4
161240,1973,Beautiful City,['Godspell Ensemble'],0
113540,1963,Waiting for a Train,['Johnny Cash'],1
86117,1989,Linus And Lucy,['Vince Guaraldi Trio'],8
13556,1989,The House Is Rockin',['Stevie Ray Vaughan'],4
71411,2001,Blackwater,"['JJ Grey & Mofro', 'J.J. Grey']",2
145790,1970,Carolina in My Mind,['John Denver'],8
12426,1984,How Soon Is Now? - 2011 Remaster,['The Smiths'],11
99185,1972,Sharon,['David Bromberg'],9
24885,1951,Crazy He Calls Me,['Wynton Kelly'],0
162912,1982,Inside,['Ronnie Milsap'],2
130561,1968,Riot,['Miles Davis'],4
103223,1992,I'll Sleep When I'm Dead,['Bon Jovi'],5
39555,1931,Arak Asey El Damaa,['Umm Kulthum'],4
13523,1989,Gouge Away,['Pixies'],4
169332,2014,Every Breaking Wave,['U2'],1
14439,1994,O Holy Night,['Mariah Carey'],4
162233,1978,"Peter and the Wolf, Op. 67 (Remastered): The Bird Diverts the Wolf","['Sergei Prokofiev', 'Eugene Ormandy', 'Philadelphia Orchestra']",0
147793,1980,Hollywood - Remastered,['Shooting Star'],9
76605,1939,Chhilo Basi Se Kusums Kananae,['Dilip Kumar Roy'],1
119476,1993,"Sonata No. 4 in A Major, Op. 13, RV 59, ""Il pastor fido"": II. Allegro ma non presto","['Antonio Vivaldi', 'Béla Drahos', 'Pál Kelemen', 'Zsuzsa Pertis']",9
162535,1979,Pearly Shells (Popo O Ewa),['New Hawaiian Band'],10
80273,1959,Qué Bonito Amor,['Javier Solís'],9
146505,1974,Gospel John,['Maynard Ferguson'],9
61149,1950,Duérmete Niño Op. 41 No. 2,"['Tomas Ballicora', 'Cecilia Pastawski']",5
41563,1941,"Pelléas et Mélisande (2006 Digital Remaster), Act I, Scene Two: Voici ce qu'il écrit à son frère Pelléas: un soir, je l'ai trouvée (Geneviève)","['Claude Debussy', 'Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris', 'Roger Desormiere', 'Orchestre Symphonique De Paris']",5
60442,1947,Ami Aar Prem Jege Aachhi,['Gouri Kedar Bhattacharya'],7
116445,1978,Rockmaker,['TOTO'],0
111303,1952,Bewitched - Reprise,"[""Original Broadway Cast of 'Pal Joey'""]",1
102028,1986,Daddy's Girl,['Peter Cetera'],2
103798,1995,Mucha Muchacha,['Esquivel!'],7
31353,1984,"William, It Was Really Nothing - 2011 Remaster",['The Smiths'],2
61457,1952,Riverboat Shuffle,['Lawson-Haggart Jazz Band'],5
133159,1981,Open Your Heart - 2012 Remaster,['The Human League'],0
93210,1936,Waiting on Tables,['Charlie Chaplin'],5
126542,1948,Theeratha Vilaiyaatu Pillai,['D. K. Pattammal'],1
44326,1955,Ballad Medley,"['Lionel Hampton', 'Stan Getz']",7
47190,1969,Here Comes the Meter Man,['The Meters'],0
66524,1977,Daytime Friends,['Kenny Rogers'],7
168076,2008,Everything I Know,['Mandy Gonzalez'],8
133796,1985,Flagrante,['Moura Andrade e Andrezinho'],0
41598,1941,Symphony No. 5 in C Minor Op. 67: IV Allegro,"['Ludwig van Beethoven', 'Staatskapelle Berlin']",0
113553,1963,春宵吟,['王秀如'],5
78235,1949,"La Juive: ""Rachel! Quand du seigneur"" - Remasterd 2013","['Fromental Halévy', 'Richard Tucker', 'Pierre Dervaux']",5
88477,2001,Soy De La Calle,"['Arnulfo Jr. ""Rey Y As""']",10
62384,1956,Midgets,['Count Basie'],5
74803,2018,Vaina Loca,"['Ozuna', 'Manuel Turizo']",6
15902,2001,I Wanna Talk About Me,['Toby Keith'],5
142060,1949,Ab Tere Bin Mohe,"['Zohrabai Ambalawali', 'Ram Kamlani']",8
7725,1960,Medley: We Three Kings Of Orient Are/O Little Town Of Bethlehem,['Ella Fitzgerald'],3
129999,1966,There Stands The Glass,['Conway Twitty'],4
94035,1946,Kyon Ghungat Mein Athkheli,['Pandya'],0
61049,1950,Dil Lagi Hi Dillagi Men,['Shamshad Begum'],6
2426,1934,My Sweet (Roy Fox),['Roy Fox'],7
137169,2002,"Dancing With Myself - Live On VH1 Storytellers, New York City, New York/2001",['Billy Idol'],9
84723,1982,Restless and Wild,['Accept'],4
70671,1998,No Brakes,['The Offspring'],7
168448,2009,Love Is,['Scripture Lullabies'],3
86094,1989,Danke Schoen,['Wayne Newton'],0
28845,1971,The Last Time I Saw Richard,['Joni Mitchell'],2
106243,2007,Archangel,['Burial'],1
29026,1972,All the Young Dudes - David Bowie & Ian Hunter Vocal,['Mott The Hoople'],4
56625,2017,Pied Piper,['BTS'],2
53154,1999,I Wonder If I Take You Home (with Full Force),"['Lisa Lisa & Cult Jam', 'Full Force']",7
11790,1980,"Yeh, Yeh",['Georgie Fame & The Blue Flames'],3
43480,1951,Te Vas Amor,['Hermanas Lima'],0
152390,2003,...but home is nowhere,['AFI'],6
99952,1976,Let 'Em In,['Billy Paul'],0
66253,1976,The Raven - 1987 Remix,['The Alan Parsons Project'],9
54207,2005,You Save Me,['Kenny Chesney'],0
164845,1991,Te Vas Ángel Mío,['Cornelio Reyna'],9
165544,1995,Not Enough Hours in the Night,['Doug Supernaw'],4
132392,1978,Everchanging Times (Theme from Baby Boom),['Siedah Garrett'],0
58455,1933,"Fugue in G Minor, BWV 578 ""The Little""","['Johann Sebastian Bach', 'Albert Schweitzer']",7
140115,2017,Changes,['H.E.R.'],0
10498,1974,Uncle Remus,['Frank Zappa'],0
49999,1983,I Don't Want To Be A Memory,['Exile'],5
113364,1962,Truck Drivin' Man,"['Glen Campbell', 'The Green River Boys']",7
129818,1965,Till,['Al Martino'],0
135292,1992,A Pesar De Ti,['La Mafia'],9
132380,1978,I Wanna Be Sedated - 2002 Remaster,['Ramones'],11
84814,1982,Turn Your Back on Love - 2005 Remaster,"['Crosby, Stills & Nash']",0
114817,1969,Oh! Darling - Take 4,['The Beatles'],6
43654,1952,Noche Caribe (Caribbean Night),['Percy Faith & His Orchestra'],7
134028,1986,No Me Veras,['Los Enanitos Verdes'],2
33167,1993,Another Sad Love Song,['Toni Braxton'],2
122713,2009,What Are You Doing New Year's Eve - Jazz Piano Christmas Album Version,['Beegie Adair'],8
107983,2016,BREATHE,['LeeHi'],8
24850,1951,So What - Instrumental,"['Chubby Jackson Big Band', 'Gerry Mulligan']",5
102017,1986,Dumb Girl,['Run–D.M.C.'],6
80066,1958,Adorable,['The Drifters'],1
68413,1986,Look Away,['Big Country'],1
113155,1961,Take Me,['Frank Sinatra'],7
107377,2013,The Drop,['Bro Safari'],0
8591,1964,Mellow Yellow,['Donovan'],2
101431,1983,No Sign Of Yesterday,['Men At Work'],0
64258,1966,Misty Roses,['Astrud Gilberto'],1
101188,1982,Speed Racer,['DEVO'],7
109170,1930,Te Olvidarás de Mí,"['Juan Arvizu', 'Margarita Cueto']",11
45179,1959,Pussy Cat Dues,['Charles Mingus'],8
164531,1990,Poor Little Fool,['Ricky Nelson'],0
151040,1997,Hakuna Matata,"['Max Casella', 'Tom Alan Robbins', 'Scott Irby-Ranniar', 'Ensemble - The Lion King', 'Jason Raize']",0
13582,1989,Berceuse for Piano in D-Flat Major,"['Mily Balakirev', 'Christian Spring']",1
33179,1993,A Night to Remember,['Shalamar'],10
38237,2019,Show Yourself,"['Idina Menzel', 'Evan Rachel Wood']",6
127930,1955,Raaga Sudharasa,"['P. Leela', 'Jikki']",8
135386,1993,Got to Get It,['Culture Beat'],9
93675,1945,梅花夢,['崔萍'],2
140847,2020,Last Dance - Radio Edit,['Avicii'],0
4991,1946,They Can't Convince Me,"['Mel Tormé', 'Artie Shaw', 'The Meltones']",8
98527,1969,Bourée - 2001 Remaster,['Jethro Tull'],9
128719,1959,Maria,"['Elizabeth Howell', 'Karen Shepard', ""Muriel O'Malley"", 'Patricia Neway']",0
93828,1945,寄給心裏人,['崔萍'],8
60134,1945,"Ch'ella mi creda libero e lontano,... from La fanciulla del West (The Girl of the Golden West)","['Giacomo Puccini', 'Mara Zampieri', 'Plácido Domingo', 'Juan Pons']",3
8842,1966,Sloop John B - Remastered,['The Beach Boys'],8
129952,1965,Misty,['Barbara Mason'],11
75144,2020,A Little Bit Yours,['JP Saxe'],1
56149,2014,This I Believe (The Creed) - Live,['Hillsong Worship'],0
121169,2001,Déjenme Si Estoy Llorando,['El Gran Silencio'],9
12949,1986,"Damage, Inc. (Remastered)",['Metallica'],11
8902,1966,Love You To - Remastered 2009,['The Beatles'],5
40746,1937,No Me Pregunten Nada - Remasterizado,"['Francisco Canaro', 'Roberto Maida']",8
4885,1946,"Nocturnes, Op. 27: No. 1 in C-Sharp Minor","['Frédéric Chopin', 'Arthur Rubinstein']",1
39565,1931,Bread Line Blues,['Slim Smith'],7
85814,1987,Out of the Blue,['Debbie Gibson'],10
37077,2012,All I Want for Christmas Is You,['Michael Bublé'],8
73391,2011,Dog,['C418'],10
50151,1984,Could You Be Loved,['Bob Marley & The Wailers'],0
62686,1958,If I Were A Bell,['Ella Fitzgerald'],5
78884,1952,"String Quartet No. 2 in G Major, Op. 18: II. Adagio cantabile - Allegro","['Ludwig van Beethoven', 'Budapest String Quartet']",9
114823,1969,"Starkville City Jail - Live at San Quentin State Prison, San Quentin, CA - February 1969",['Johnny Cash'],9
75776,1929,Henry VIII: Introduction - Entrance of the Nobles - 1929 Recording,"['Camille Saint-Saëns', 'National Symphony Orchestra New York', 'Walter Damrosch']",7
156443,1949,"Bramhs: Variations on a Theme by Haydn, Op. 56a ""St. Antoni Chorale"": Variation IV. Andante con moto","['Johannes Brahms', 'Wilhelm Furtwängler', 'Wiener Philharmoniker']",6
66235,1975,"Plenty, Plenty Soul",['Milt Jackson'],0
143966,1959,Betlomoni Leh,['Abdel Halim Hafez'],9
70931,1999,Soñador Eterno,['Intocable'],11
115660,1974,Sick City,['Elton John'],4
132843,1980,Quanno Chiove - Remastered 2008,['Pino Daniele'],2
2574,1934,At the End of the Day,['Roy Fox'],2
31051,1982,Viva La Revolution,['The Adicts'],11
145196,1967,Eternally,['Jerry Vale'],10
113087,1961,Chanson de Maglia,['Serge Gainsbourg'],5
123431,2018,Sweet Dreams - Gemini Remix,"['Digital Tribe', 'GEMINI']",7
123922,2015,Winter Weather / I've Got My Love to Keep Me Warm,['Mason Embry Trio'],0
86836,1993,Boots of Spanish Leather,['Nanci Griffith'],9
44197,1954,There Will Never Be Another You,['Paul Bley'],5
33265,1993,"Pacifics (Sdtrk ""N.Y. Is Red Hot"")",['Digable Planets'],5
100221,1977,Never Trust a Stranger,['The Marshall Tucker Band'],4
6725,1955,Night In Tunisia,['Stan Getz'],9
120307,1997,Aruban Nights,['Bobby Lyle'],7
10804,1975,Stairway to Heaven,"[""The O'Jays""]",0
90260,2010,Irresistible,['La Fe Norteña De Toño Aranda'],5
85603,1986,Mi Amor Por Ti,['Alvaro Torres'],7
37614,2015,Girls Like Girls,['Hayley Kiyoko'],6
161922,1976,Acaba Con Mi Corazon,['Ramon Ayala Y Sus Bravos Del Norte'],0
153554,2010,Where The Green Grass Grows,['Tim McGraw'],7
49738,1982,Sat In Your Lap,['Kate Bush'],8
135464,1993,Oyéme Chatita,['Joan Sebastian'],3
115081,1971,Tuesday's Dead,['Yusuf / Cat Stevens'],2
109083,1928,I Still Suits Me (Bonus Track),['Paul Robeson'],8
146145,1972,Jenny-Lynne,['Looking Glass'],9
92544,1926,Yo Te Imploro - Instrumental (Remasterizado),['Francisco Canaro'],2
100874,1981,"Symphony No. 4 in E Minor, Op. 98: 4. Allegro energico e passionato - Più allegro","['Johannes Brahms', 'Wiener Philharmoniker', 'Carlos Kleiber']",4
12040,1982,Always On My Mind,['Willie Nelson'],2
20825,1930,Gkazel Nixavent,['Roza Eskenazi'],1
76973,1941,Maria Maddalena,['Rudi Schuricke'],3
50776,1987,I Want Her,['Keith Sweat'],11
137918,2005,Rockstar,['Nickelback'],0
27070,1962,Happy Talk,"['Nancy Wilson', 'Cannonball Adderley', 'Sweet']",10
157085,1952,Aida / Act 4: Presago il core della tua condonna,"['Giuseppe Verdi', 'Renata Tebaldi', 'Mario del Monaco', ""Coro dell'Accademia Nazionale Di Santa Cecilia"", ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']",8
135716,1994,Johnny Angel - Single Version,['Shelley Fabares'],0
32940,1992,Cadillac Ranch,['Chris LeDoux'],11
129902,1965,Close All the Honky Tonks,['Charlie Walker'],9
70187,1995,"Ma, Me, Mi, Mo, Mu",['Mi Banda El Mexicano'],10
64413,1966,King of the Road,['The Statler Brothers'],3
71517,2002,Thank You (Falettinme Be Mice Elf Agin) - Single Version,['Sly & The Family Stone'],9
132149,1976,"Independent Women, Pt. 1","[""Destiny's Child""]",6
129408,1963,At Last,['Brenda Lee'],5
157110,1952,Dekh Meri Ada Huye Lakhon Fida,['Shamshad Begum'],9
161930,1976,Yesterday's Wine,['Willie Nelson'],4
89360,2005,If I Had a Hammer - 2004 Remaster,"['Peter, Paul and Mary']",9
121875,2005,Un Deseo,['Cultura Profética'],4
117132,1981,Que Nadie Sepa Mi Sufrir,['Julio Iglesias'],11
164785,1991,The Garden,['Einstürzende Neubauten'],2
24108,1946,Roman Holiday (1953) Main Title,['Georges Auric'],3
38722,1927,My Little Lady,['Jimmie Rodgers'],3
70157,1995,The Ghost of Tom Joad,['Bruce Springsteen'],11
164745,1991,Jab Koi Baat Bigad Jaye,"['Kumar Sanu', 'Sadhana Sargam']",4
6976,1956,Koko - Original Take 2,['Charlie Parker'],5
86779,1993,Si Quieres Verme Llorar,['Guardianes Del Amor'],11
31811,1986,Acaríciame,['Maria Conchita Alonso'],4
111432,1953,Just One of Those Things - Alternate Take,['Mary Lou Williams'],1
111542,1953,Introduction and Trumpet Tune,"['Maurice Greene', 'Flor Peeters']",0
7841,1961,Great Balls of Fire,['Jerry Lee Lewis'],0
11172,1977,Fooling Yourself (The Angry Young Man),['Styx'],2
7400,1958,Dr. Jackle,['Miles Davis'],2
46425,1966,My Lonely Sad Eyes (feat. Van Morrison),"['Them', 'Van Morrison']",7
29196,1973,"Romeo And Juliet, Op.64 / Act 1: Dance Of The Knights","['Sergei Prokofiev', 'Cleveland Orchestra', 'Lorin Maazel']",0
93463,1940,Bala Joban Nahin Mane,['Sitara'],3
95044,1951,Latpat Latpat,['Lata Mangeshkar'],7
44995,1958,Stablemates,['Benny Golson'],1
62146,1955,This Can't Be Love,['Dinah Washington'],3
6881,1956,Autumn Leaves (with Paul Weston & His Music From Hollywood),"['Doris Day', 'Paul Weston And His Orchestra']",0
121802,2005,Sailing,['Christopher Cross'],9
55935,2013,I Fought the Law,['The Clash'],2
106167,2007,Communication Breakdown - Remaster,['Led Zeppelin'],2
37994,2017,In My Head,['Bedroom'],9
75465,1928,"Ballade No. 1 in G Minor, Op. 23","['Frédéric Chopin', 'Vladimir Horowitz']",7
67039,1980,Reggae Fever,['Steel Pulse'],5
153349,2009,Pa Pa Power,"[""Dead Man's Bones""]",6
79024,1953,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro","['Wolfgang Amadeus Mozart', 'Bruno Walter', 'New York Philharmonic']",7
41907,1943,Yeh Kaisa Hai Dharm Tumhara,['Anjali Devi'],6
110560,1948,Khel Jawani Se Tera Paas Jawani Hai,['Amirbai Karnataki'],0
65516,1972,Pictures of Home,['Deep Purple'],7
159608,1965,Motoring - Stereo Version,['The Who'],4
37129,2013,What Are You Listening To?,['Chris Stapleton'],10
24883,1951,Heaven,"['Lester Flatt', 'Earl Scruggs']",6
48590,1976,Donna Lee,['Jaco Pastorius'],8
162595,1980,Astradyne - 2008 Remaster,['Ultravox'],9
27568,1965,Did You Ever Have to Make up Your Mind?,"[""The Lovin' Spoonful""]",7
131211,1972,Berlin,['Lou Reed'],2
75118,2020,Burn 'Em All,['Kameron Marlowe'],11
105514,2004,Neighborhood #2 (Laika),['Arcade Fire'],11
35034,2002,Blue and Yellow,['The Used'],2
14424,1994,Only Wanna Be with You,['Hootie & The Blowfish'],6
149510,1989,Keep It Together,['Madonna'],7
116439,1978,Stay Hungry,['Talking Heads'],2
126166,1947,"Papa, Won't You Dance with Me?","['Nanette Fabray', 'Jack McCauley']",0
102278,1988,Let's Put The X In Sex,['KISS'],0
53388,2000,Stellar - Acoustic,['Incubus'],9
60440,1947,Rapsodie Espagnole: IV Feria,"['Maurice Ravel', 'Concertgebouworkest']",0
160498,1969,I'll Write Youre Name Through The Fire,['Shocking Blue'],5
121108,2001,Left Behind,['Slipknot'],6
53787,2002,The Nearness Of You,['Bill Charlap'],7
83640,1976,Sho'Nuff Must Be Luv,['Heatwave'],2
11705,1980,Into The Night,['Benny Mardones'],0
117848,1985,Satellite,['The Hooters'],7
33160,1993,Otra Como Tu,['Eros Ramazzotti'],1
3014,1937,Traveling Riverside Blues,['Robert Johnson'],8
66295,1976,Smokin' Cigarettes And Drinkin' Coffee Blues,['Marty Robbins'],5
123091,2011,Dive,['Tycho'],6
168833,2011,So Gone [What My Mind Says] - feat. Paul Wall,"['Jill Scott', 'Paul Wall']",7
137323,2002,Up!,['Shania Twain'],0
16735,2005,Do You Remember,['Jack Johnson'],2
109277,1935,No Hay Amor para Mi Sin Tu Amor - Remasterizado,"['Francisco Canaro', 'Roberto Maida']",7
21403,1933,Practice Makes Perfect - Take 3,['Billie Holiday'],5
103509,1994,Comanche,['Cake'],2
105803,2005,When You Wish Upon a Star,['Jim Brickman'],0
106047,2006,Somebody's Watching Me - Single Version,['Rockwell'],1
91122,2014,Avalanche,['WALK THE MOON'],9
152235,2003,Easier to Run - Live LP Underground Tour 2003,['Linkin Park'],3
161299,1973,Trying Girls Out,['The Persuaders'],7
24009,1946,Amar E Basar Sajya,['Jaganmoy Mitra'],9
42930,1948,"A Sermon, a Narrative, and a Prayer: III. A Prayer","['Igor Stravinsky', 'CBC Symphony Orchestra']",8
13493,1989,Roam,"[""The B-52's""]",9
88045,1999,Estás Enamorada,['Limi-T 21'],0
149644,1990,Cero Treinta Y Nueve,['Tropical Panamá'],1
8185,1962,The Twelve Days of Christmas,"['Ray Conniff', 'The Ray Conniff Singers']",4
141869,1948,Kutscher Polka,['Aschberger Saitenmusi'],0
125420,1940,Fegge moy feggaraki moy,"['Giorgos Papasideris', 'Kostas Giaoyzos-Klarino']",4
124653,2019,El Muchacho Alegre,['Fuerza Regida'],3
31725,1986,Tuff Enuff,['The Fabulous Thunderbirds'],6
67899,1984,The Terminator Theme (Extended Version),['Brad Fiedel'],11
101922,1986,The Right Left Hand,['George Jones'],0
48053,1974,Not Fragile,['Bachman-Turner Overdrive'],7
37866,2017,Hard Times,['Paramore'],5
42316,1945,Miss Louisa Blues,['Sonny Boy Williamson I'],4
66954,1979,She's Single Again,['Janie Fricke'],9
41299,1940,Luna rossa,['Luciano Tajoli'],10
80189,1959,"Music, Maestro, Please!",['The Flamingos'],9
161578,1975,Cosmic Strut,['Mahavishnu Orchestra'],10
11139,1977,The Closer I Get to You,"['Roberta Flack', 'Donny Hathaway']",9
19128,2017,Legends Never Die,"['League of Legends', 'Against The Current']",4
30027,1977,Ella Fue (She Was The One),['Fania All Stars'],0
33653,1995,Tha Crossroads,['Bone Thugs-N-Harmony'],4
35592,2005,Emergency,['Paramore'],9
134376,1988,Left to My Own Devices - 2001 Remaster,['Pet Shop Boys'],7
4058,1942,Dolores,['The Pied Pipers'],5
49618,1982,You Should Hear How She Talks About You,['Melissa Manchester'],4
129538,1963,And What If I Don't Know - Remastered 1999,['Herbie Hancock'],5
161424,1974,Which Witch Is Which,['Love'],4
135603,1994,It Only Takes A Moment,"['Jerry Herman', 'Michael Crawford', 'Ernest Lehman', 'Lionel Newman']",1
78366,1950,Ida! Sweet As Apple Cider,['Eddie Condon'],3
46249,1965,The Kids Are Alright - Stereo Version,['The Who'],2
143730,1958,Ornithology,['Barry Harris Trio'],2
118585,1988,No More,"['Chip Zien', 'Tom Aldredge']",10
94316,1948,Roopamu Neeyaraya,['S. Varalakshmi'],9
30849,1981,Going Back to My Roots - Single Version,['Odyssey'],1
86227,1990,Shot of Love,['AC/DC'],4
144476,1963,"I'll Go Crazy - Live At The Apollo Theater, 1962",['James Brown'],7
79186,1954,The Children of the Poor (Sonnet No.2),['Gwendolyn Brooks'],11
73568,2012,Everything About You,['One Direction'],7
133284,1982,Cold - 2005 Remaster,['The Cure'],10
149684,1990,Porque Me Haces Sufrir,['Los Bondadosos'],0
82573,1971,Sugar Daddy - Single Version,['The Jackson 5'],0
678,1925,Please Don't Talk About Me When I'm Gone,['Ethel Waters'],5
39796,1932,I Just Want to Sing About You,['Val Rosing'],0
159632,1965,The Ox,['The Who'],7
7349,1958,Goodnight My Someone,['Barbara Cook'],0
113283,1962,If He Had Changed My Name - Live at the Village Gate,['Nina Simone'],7
53669,2002,No Me Enseñaste,['Thalia'],8
65822,1973,"Done Too Soon - Live At The Greek Theatre, Los Angeles/1972",['Neil Diamond'],9
38410,2019,Grow As We Go,['Ben Platt'],8
8277,1963,Fly Me To The Moon (In Other Words),['Julie London'],5
113666,1964,One More Parade,['Phil Ochs'],2
153726,2011,Miami Showdown,['Digitalism'],5
103557,1994,Limo Wreck,['Soundgarden'],7
142302,1950,Mama Look a Boo Boo,"['Lord Melody', 'The Caribbean All Stars']",9
149130,1987,The Path of the Wind,"[""Suginami Children's Choir""]",5
28499,1969,Time Was,['Canned Heat'],0
127163,1952,From This Moment On,['Mabel Mercer'],5
127190,1952,Směs Koled - Upr.J. Křička,['Milada Hausdorfová'],4
26302,1958,You've Changed,['Billie Holiday'],0
61386,1951,"Carmen: Act II: Messieurs, Pastia me dit","['Georges Bizet', 'Fritz Reiner']",2
159310,1963,Love Train,['Jackie Wilson'],7
141874,1948,Jai Bolo Mahatma Gandhi Ki,['Lalita Dewoolkar'],6
65821,1973,Move Me on Down the Line - 2005 Remaster,['ZZ Top'],4
133453,1983,Twelve Volt Man,['Jimmy Buffett'],5
166012,1997,Diagonals,['Stereolab'],7
78858,1952,"Quatre Poèmes de Guillaume Apollinaire, FP 58: II. Carte postale","['Francis Poulenc', 'Pierre Bernac']",5
162567,1980,Flesh & Blood,['Ted Nugent'],9
8957,1966,Cool Jerk,['The Capitols'],10
80174,1959,Bernie's Tune,['Art Pepper'],2
86948,1993,Elusive Butterfly,['Bob Lind'],3
21391,1933,The Same Old Story - Take 2,['Billie Holiday'],9
29372,1974,Lonely Women Make Good Lovers,['Bob Luman'],8
39937,1933,Naipe Marcado - Remasterizado,"['Francisco Canaro', 'Ernesto Fama']",1
39352,1930,"Den ehis tipota, ma ehis kati",['Sofia Vempo'],9
76012,1931,"Waltz in A-Flat Major, Op. 42","['Frédéric Chopin', 'Robert Lortat']",8
12756,1985,No One Lives Forever,['Oingo Boingo'],11
29174,1973,Bad Motor Scooter,['Montrose'],7
87333,1995,終身美麗 (電影“瘦身男女”主題曲),['Sammi Cheng'],9
29135,1973,"Follow Me - ""Greatest Hits"" Version",['John Denver'],2
11862,1981,Our Lips Are Sealed - Single Version,"[""The Go-Go's""]",8
106733,2010,"Turn Around (5,4,3,2,1)",['Flo Rida'],6
143939,1959,The Way You Look Tonight,['Oscar Peterson'],0
166868,2002,One Two,['Sister Nancy'],5
47869,1973,Are You Man Enough?,['Four Tops'],5
72892,2009,Fader,['The Temper Trap'],11
63392,1961,"Little Darlin', Pal of Mine",['Flatt & Scruggs'],7
157935,1956,A Light Groove,['Cal Tjader Quartet'],2
44996,1958,Down By The Riverside,"['Louis Armstrong', 'Sy Oliver Choir', 'The Allstars']",10
126032,1946,Badal Garaj Ke Paigham Suna De,['Kalyani'],10
142025,1949,"Violin Sonata No. 2 in A Minor, D. 385: II. Andante","['Franz Schubert', 'Isaac Stern']",10
85304,1984,Computer Age (Push the Button),['Newcleus'],9
44017,1954,The Way You Look Tonight,"['Thelonious Monk', 'Sonny Rollins']",5
